pv_kwh_8mw_reference
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
9.4132
9.4132
9.4132
9.4132
54.6350
54.6350
54.6350
54.6350
98.8525
98.8525
98.8525
98.8525
140.2425
140.2425
140.2425
140.2425
185.6375
185.6375
185.6375
185.6375
162.2775
162.2775
162.2775
162.2775
118.2722
118.2722
118.2722
118.2722
64.6525
64.6525
64.6525
64.6525
12.2070
12.2070
12.2070
12.2070
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
23.0968
23.0968
23.0968
23.0968
14.1720
14.1720
14.1720
14.1720
566.4850
566.4850
566.4850
566.4850
668.9900
668.9900
668.9900
668.9900
723.2250
723.2250
723.2250
723.2250
383.8100
383.8100
383.8100
383.8100
412.2450
412.2450
412.2450
412.2450
193.9250
193.9250
193.9250
193.9250
63.1125
63.1125
63.1125
63.1125
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
306.9950
306.9950
306.9950
306.9950
777.7300
777.7300
777.7300
777.7300
1139.0450
1139.0450
1139.0450
1139.0450
1345.5350
1345.5350
1345.5350
1345.5350
1419.7500
1419.7500
1419.7500
1419.7500
1360.5450
1360.5450
1360.5450
1360.5450
1163.4700
1163.4700
1163.4700
1163.4700
837.8900
837.8900
837.8900
837.8900
379.3050
379.3050
379.3050
379.3050
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
256.2500
256.2500
256.2500
256.2500
704.0150
704.0150
704.0150
704.0150
839.1900
839.1900
839.1900
839.1900
990.5650
990.5650
990.5650
990.5650
1147.2050
1147.2050
1147.2050
1147.2050
974.1400
974.1400
974.1400
974.1400
915.5050
915.5050
915.5050
915.5050
764.5500
764.5500
764.5500
764.5500
308.1200
308.1200
308.1200
308.1200
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
181.4250
181.4250
181.4250
181.4250
495.5750
495.5750
495.5750
495.5750
713.3550
713.3550
713.3550
713.3550
1019.8800
1019.8800
1019.8800
1019.8800
1022.2200
1022.2200
1022.2200
1022.2200
959.8500
959.8500
959.8500
959.8500
408.4250
408.4250
408.4250
408.4250
142.1775
142.1775
142.1775
142.1775
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
12.5708
12.5708
12.5708
12.5708
97.2925
97.2925
97.2925
97.2925
185.2925
185.2925
185.2925
185.2925
177.8750
177.8750
177.8750
177.8750
279.8825
279.8825
279.8825
279.8825
259.0575
259.0575
259.0575
259.0575
210.4925
210.4925
210.4925
210.4925
142.9998
142.9998
142.9998
142.9998
39.0600
39.0600
39.0600
39.0600
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
0.0000
